Sr.No;Basic Salary;House Rent Allowance;Other Allowances;Income Tax;Provident Fund;Professional Tax
1442;32819;8067;3300;9845;1676;445
1443;56623;5326;3155;16986;1789;301
1444;57033;9573;2052;17109;2140;102
1445;47856;8895;2066;14356;4397;321
1446;39537;7393;2625;11861;2027;265
1447;63069;6030;3789;18920;1090;404
1448;46090;5008;2610;13827;2309;261
1449;52315;7724;2639;15694;2611;490
1450;41760;5891;2534;12528;3552;189
1451;66573;5707;3357;19971;1560;341
1452;31465;7844;2990;9439;2334;418
1453;58589;6693;3025;17576;2729;240
1454;69448;5135;3210;20834;2338;212
1455;47166;5104;3109;14149;3601;433
1456;38156;6625;2735;11446;1951;413
1457;64181;7243;3568;19254;1929;267
1458;58751;5342;2541;17625;3831;441
1459;44699;6332;2421;13409;1243;160
1460;42360;7262;3313;12708;4782;150
1461;51178;8795;3956;15353;2882;152
1462;31529;7861;3664;9458;2805;132
1463;62938;6958;2365;18881;4738;420
1464;41646;6967;3829;12493;2470;387
1465;38458;5230;2368;11537;1558;195
1466;40255;6883;2722;12076;4654;405
1467;62329;9707;2000;18698;1232;155
1468;33587;9081;3171;10076;1211;217
1469;38388;7657;3155;11516;4265;217
1470;61137;8235;3854;18341;2248;174
1471;33238;6052;2098;9971;4281;273
1472;55400;9631;3894;16620;1359;491
1473;57230;5047;3276;17169;1526;469
1474;32187;9605;2847;9656;2575;498
1475;35718;5998;2872;10715;3226;465
1476;61649;8159;3081;18494;4884;350
1477;52523;5154;2512;15756;4146;369
1478;62823;9068;2806;18846;3840;489
1479;51277;9509;3397;15383;3726;104
1480;69732;9752;2597;20919;2154;239
1481;63012;7075;2901;18903;4574;384
1482;36620;9807;3705;10986;3044;423
1483;56009;8862;3229;16802;3825;133
1484;68417;6581;3351;20525;3931;152
1485;40866;7510;2598;12259;3201;368
1486;64070;7001;3949;19221;4019;241
1487;37164;7526;2006;11149;1851;227
1488;47955;7195;2700;14386;4664;197
1489;45115;8076;3092;13534;2171;199
1490;65495;9167;3234;19648;4972;461
1491;38619;8030;2786;11585;1527;211
1492;35452;8512;3878;10635;4596;421
1493;64517;6483;3442;19355;1713;406
1494;40355;6318;2011;12106;3411;354
1495;51061;7688;3437;15318;1937;197
1496;68828;9505;2826;20648;4935;448
1497;53871;6172;2303;16161;3934;100
1498;32364;7904;3847;9709;1557;131
1499;46962;8925;2875;14088;3369;261
1500;45938;5460;2414;13781;3281;210
1501;54967;9233;2026;16490;4058;368
1502;59741;8330;2416;17922;4702;412
1503;62529;8877;3845;18758;3647;227
1504;65604;9695;2963;19681;4805;132
1505;64987;5709;2759;19496;4227;210
1506;31747;5510;3160;9524;3642;401
1507;46694;8124;2637;14008;1643;292
1508;31238;5048;3142;9371;4351;330
1509;62591;7893;2986;18777;2235;234
1510;32462;7804;2440;9738;3782;308
1511;51702;5098;3436;15510;1942;145
1512;42253;5906;2790;12675;2632;125
1513;58602;7406;2384;17580;1831;383
1514;52390;8409;3387;15717;4108;434
1515;61532;5990;3705;18459;4575;126
1516;55983;9903;2795;16794;2344;403
1517;55862;6769;2776;16758;2220;451
1518;56487;6718;2358;16946;4089;485
1519;41185;5406;3157;12355;2179;350
1520;51355;8570;3612;15406;4331;275
1521;36851;6603;3109;11055;1470;476
1522;62453;6250;2665;18735;1215;166
1523;63604;7804;2180;19081;1853;292
1524;68592;8486;2212;20577;4698;347
1525;66658;8176;2425;19997;3998;456
1526;59366;7806;2467;17809;3189;116
1527;64835;5926;2412;19450;3106;293
1528;30693;8553;3912;9207;4848;295
1529;38927;6627;2349;11678;1796;284
1530;38941;7724;3464;11682;2424;296
1531;45200;8289;2535;13560;1274;429
1532;42236;6934;3447;12670;2688;224
1533;65826;6752;2103;19747;1497;212
1534;61094;8997;3005;18328;1821;310
1535;62292;6534;3303;18687;4232;276
1536;54304;8640;2574;16291;1193;386
1537;39869;9923;2904;11960;2985;208
1538;44514;7671;3149;13354;3757;447
1539;48910;9186;2567;14673;4174;440
1540;37389;8192;3819;11216;1115;242
1541;69468;9200;2825;20840;2414;120
1542;41857;6537;2884;12557;4947;489
1543;43614;9775;2616;13084;4279;390
1544;60082;5077;3753;18024;1073;350
1545;51084;9823;3827;15325;4598;291
1546;64716;6230;2846;19414;1893;390
1547;49938;8689;3536;14981;4644;282
1548;38824;7358;3340;11647;1851;284
1549;65228;7591;2421;19568;3450;335
1550;65422;9877;3149;19626;4586;142
1551;66882;9840;2870;20064;4148;490
1552;31045;6308;3799;9313;1452;497
1553;30704;9312;3986;9211;3347;488
1554;43379;6648;3183;13013;1687;481
1555;69208;5276;2739;20762;2656;281
1556;43280;6847;3754;12984;4957;423
1557;51385;5642;3399;15415;4066;236
1558;64788;7007;3505;19436;2168;310
1559;30641;6475;3782;9192;4250;191
1560;60928;9697;2260;18278;3069;145
1561;61249;7633;3791;18374;3828;321
1562;66108;8425;2882;19832;1193;106
1563;68657;7343;3042;20597;1848;220
1564;52979;6864;2539;15893;3172;359
1565;67654;9338;2590;20296;4549;323
1566;58810;9001;2697;17643;1971;226
1567;67430;7662;3627;20229;4381;186
1568;32091;7821;3638;9627;1751;375
1569;31971;5163;3515;9591;2235;219
1570;30387;6049;2036;9116;1988;440
1571;59242;9627;2701;17772;3253;317
1572;57696;8155;3783;17308;1348;139
1573;58509;8345;2840;17552;2027;334
1574;69428;5111;3056;20828;1328;209
1575;45571;8637;3096;13671;1368;152
1576;53440;8437;3948;16032;4971;126
1577;63130;5481;3300;18939;3124;182
1578;36126;9093;3190;10837;4879;486
1579;48301;9114;2745;14490;4944;393
1580;53903;7641;2707;16170;1953;326
1581;67050;5225;3347;20115;4139;368
1582;61335;5633;3354;18400;2622;207
1583;50508;5482;2218;15152;4048;446
1584;37779;7134;3737;11333;2768;341
1585;47258;9488;3118;14177;3150;330
1586;65752;8152;2680;19725;4522;133
1587;43144;5827;3616;12943;4983;369
1588;55337;9928;2119;16601;1015;449
1589;46696;8939;3775;14008;4533;317
1590;68735;8908;3111;20620;2729;152
1591;55436;6714;3231;16630;3289;241
1592;64807;8815;2283;19442;3781;444
1593;51118;7794;3304;15335;4335;203
1594;59709;7088;3081;17912;1433;453
1595;63623;7306;2603;19086;3258;420
1596;48674;8589;3556;14602;3901;137
1597;50293;9235;2565;15087;2987;322
1598;53116;7879;3079;15934;3810;258
1599;44771;7949;2879;13431;3457;210
1600;62769;8289;3930;18830;3656;382
1601;57783;8318;2118;17334;3275;499
1602;50504;5673;2086;15151;3234;349
1603;44746;6717;3544;13423;3578;296
1604;58862;5037;3701;17658;1406;354
1605;36200;9249;2267;10860;4699;380
1606;53039;5117;2701;15911;3210;475
1607;67437;5684;2981;20231;1215;220
1608;31913;9247;3513;9573;3035;308
1609;31823;6300;3295;9546;4383;434
1610;48730;5108;3176;14619;3253;427
1611;65656;5194;2866;19696;1175;360
1612;53338;5726;2720;16001;1937;450
1613;67485;6957;2663;20245;3649;381
1614;46051;8964;3548;13815;4380;424
1615;36597;6930;2053;10979;4946;452
1616;44639;5823;2625;13391;2221;100
1617;39062;9798;3546;11718;4234;143
1618;56642;9650;3835;16992;1011;177
1619;38803;8728;3369;11640;1534;275
1620;60186;9216;2043;18055;2297;178
1621;56575;5430;2175;16972;2177;203
1622;31565;8961;3823;9469;4606;107
1623;62455;9446;2197;18736;3679;489
1624;50301;6506;3075;15090;1903;449
1625;65976;7982;2865;19792;2048;180
1626;31013;6987;3096;9303;3921;242
1627;64997;7272;2595;19499;1986;203
1628;38496;7525;3444;11548;3848;452
1629;45457;9424;3345;13637;1835;329
1630;48426;8440;3568;14527;2745;331
1631;66900;8247;2460;20070;3924;302
1632;32482;9454;3199;9744;4926;437
1633;52892;6057;2951;15867;3662;224
1634;62927;9858;3003;18878;4384;130
1635;65166;5307;2506;19549;1090;258
1636;32877;5064;2456;9863;1429;384
1637;57071;5611;2043;17121;4354;423
1638;30491;7956;2134;9147;1954;259
1639;37559;9608;3352;11267;3712;224
1640;49799;5788;2955;14939;1861;452
1641;30167;5527;2048;9050;1552;478
1642;45231;7534;2764;13569;4182;300
1643;60394;6822;3171;18118;3680;198
1644;40783;5293;2785;12234;1257;331
1645;33988;9508;3107;10196;4531;466
1646;37134;7620;2707;11140;1232;125
1647;42584;8443;2481;12775;4932;315
1648;35883;9995;2731;10764;4012;223
1649;60588;5673;2407;18176;4404;151
1650;37985;5450;2039;11395;2397;309
1651;58075;7294;3169;17422;4297;354
1652;39515;7229;3028;11854;4078;256
1653;46970;6485;2871;14091;2445;341
1654;51721;6367;2810;15516;4965;246
1655;41999;5330;3156;12599;3717;123
1656;42450;8089;3323;12735;3778;425
1657;48892;9720;3003;14667;4624;376
1658;62344;8271;3939;18703;1048;225
1659;53151;9298;3142;15945;1512;413
1660;57114;6123;2240;17134;2468;273
1661;48618;6985;3364;14585;1901;488
1662;48682;8276;2288;14604;2526;390
1663;52646;7456;2807;15793;2544;125
1664;60307;7159;3505;18092;2878;433
1665;61380;6727;2725;18414;4588;238
1666;64594;8405;3799;19378;1644;358
1667;60775;6882;2208;18232;1005;111
1668;48990;8919;2799;14697;1018;294
1669;59636;9488;2899;17890;3096;184
1670;51733;8330;3431;15519;1993;222
1671;64995;8217;2424;19498;4002;125
1672;33171;7046;3857;9951;3220;208
1673;69262;9539;2745;20778;1399;148
1674;63559;6207;2089;19067;1012;251
1675;52906;8750;3080;15871;3011;484
1676;48534;5900;3737;14560;4389;329
1677;69843;7252;2846;20952;1464;105
1678;49756;6482;2077;14926;3247;265
1679;43154;6792;3652;12946;2949;430
1680;52181;5274;3135;15654;4331;373
1681;42926;6969;3284;12877;3783;150
1682;48058;9388;3735;14417;1953;422
1683;50043;7618;3781;15012;2299;181
1684;60928;5266;2637;18278;1695;323
1685;33629;5551;2243;10088;3212;221
1686;47688;9460;2570;14306;4393;346
1687;57978;7642;3509;17393;1230;309
1688;62249;8556;2193;18674;2237;180
1689;35531;6976;3390;10659;2173;280
1690;31730;6068;2248;9519;1022;496
1691;35532;6741;2213;10659;2720;405
1692;33136;9369;3063;9940;4866;377
1693;36549;7719;3708;10964;1910;364
1694;61397;8215;2910;18419;2906;134
1695;38702;5683;2902;11610;1963;327
1696;30863;8994;3542;9258;1994;294
1697;32213;8418;3678;9663;3280;338
1698;61624;8300;2971;18487;1161;114
1699;68611;6849;2016;20583;1397;101
1700;63049;7050;2517;18914;3925;457
1701;39745;7908;3396;11923;3118;398
1702;59172;6198;2888;17751;1777;186
1703;36529;6412;3661;10958;3942;448
1704;54306;5476;3442;16291;1236;339
1705;55866;8974;3104;16759;3813;206
1706;56099;7100;3397;16829;2394;358
1707;45361;9912;2260;13608;4870;174
1708;69969;8991;2840;20990;3921;391
1709;32904;8786;2501;9871;1083;208
1710;50666;5898;2600;15199;1346;168
1711;62194;5514;3648;18658;3619;310
1712;59919;8667;2531;17975;4150;357
1713;33274;5552;3483;9982;4911;221
1714;58003;5494;2330;17400;2075;299
1715;66204;9686;3320;19861;4471;153
1716;59451;6594;2625;17835;2474;311
1717;31656;7027;3095;9496;3998;316
1718;62291;6607;3535;18687;1173;222
1719;68183;6927;2669;20454;2766;320
1720;66728;8293;3354;20018;1599;239
1721;67633;5024;2348;20289;2117;193
1722;32779;5269;3569;9833;1023;421
1723;54367;8883;3586;16310;3918;449
1724;32055;5272;2843;9616;2109;122
1725;45403;7771;3337;13620;3077;230
1726;30165;9062;2081;9049;2318;155
1727;67959;6822;3452;20387;1681;236
1728;60956;8909;3257;18286;4142;417
1729;41613;5673;3831;12483;2514;499
1730;56956;9726;2882;17086;4907;393
1731;35640;5175;2917;10692;1092;359
1732;49811;9486;3529;14943;2688;381
1733;38592;9810;3907;11577;1046;351
1734;40974;8607;3194;12292;3665;224
1735;66305;8729;2478;19891;3413;333
1736;34794;6377;2947;10438;3305;375
1737;41706;6042;3596;12511;1654;498
1738;53395;5538;2868;16018;2315;260
1739;33076;5477;3318;9922;4387;231
1740;54558;9311;3290;16367;2798;166
1741;57910;6011;3169;17373;4237;250
1742;56888;8673;2597;17066;3905;157
1743;46697;9742;3850;14009;1494;359
1744;59325;6486;3028;17797;1818;299
1745;37005;8331;2299;11101;1020;414
1746;46910;8718;2698;14073;2533;181
1747;46038;9510;2557;13811;2764;428
1748;52489;5967;3571;15746;2058;169
1749;32780;7299;2537;9834;2250;478
1750;64968;5857;2837;19490;1466;453
1751;52622;9315;3933;15786;2343;411
1752;62029;8747;2797;18608;2797;413
1753;61562;7141;2820;18468;1375;232
1754;59707;7781;2074;17912;3771;288
1755;64515;5206;2476;19354;3713;434
1756;38151;9810;2916;11445;3415;312
1757;38056;6932;3808;11416;2005;141
1758;54033;6658;2564;16209;3418;220
1759;66852;8718;2756;20055;1546;235
1760;37516;6610;2581;11254;3870;272
1761;39988;6328;2175;11996;2683;158
1762;56951;8227;3479;17085;2313;241
1763;69558;5246;2453;20867;3027;396
1764;41071;8671;3357;12321;1301;475
1765;48744;5534;3944;14623;3675;471
1766;37904;9146;2741;11371;3182;293
1767;36703;5699;3563;11010;4767;236
1768;56570;6142;2066;16971;2137;470
1769;59374;5542;2025;17812;3435;177
1770;52305;6432;3336;15691;1220;167
1771;35850;5798;3763;10755;1243;150
1772;46853;6478;2247;14055;2569;296
1773;49061;5697;2690;14718;2093;353
1774;48420;5301;3071;14526;4592;453
1775;47874;9777;2633;14362;4388;438
1776;63839;6626;3743;19151;2518;240
1777;30878;6210;3013;9263;3330;379
1778;62227;8963;3887;18668;3399;287
1779;61137;5535;2489;18341;3601;425
1780;46736;6887;2677;14020;3149;132
1781;58915;9901;3875;17674;2052;166
1782;69005;5859;2012;20701;4610;403
1783;48243;9015;2100;14472;3213;100
1784;63828;8007;3762;19148;3288;188
1785;38402;9154;2899;11520;3363;193
1786;48251;6702;2925;14475;2367;277
1787;44754;6348;2512;13426;3108;144
1788;38854;8500;3075;11656;3008;375
1789;50147;6616;3522;15044;3761;386
1790;61614;5282;2908;18484;3924;182
1791;33864;7584;3720;10159;4009;476
1792;63343;6261;2970;19002;3471;464
1793;68233;5530;2403;20469;3050;403
1794;49224;9807;2435;14767;3318;395
1795;52924;6825;3287;15877;2874;178
1796;43491;7944;2260;13047;3773;329
1797;36483;6179;2646;10944;4387;202
1798;39506;5412;3972;11851;3874;477
1799;67627;6919;3098;20288;3372;220
1800;58510;9165;3697;17553;2625;191
1801;61152;5852;2514;18345;3186;279
1802;47429;8603;2346;14228;1846;372
1803;65578;9483;3194;19673;3243;175
1804;68027;6728;3531;20408;1877;117
1805;55836;9593;2315;16750;3648;396
1806;53360;5428;3030;16008;3372;447
1807;41173;9902;2029;12351;1687;442
1808;44939;5455;2287;13481;4291;217
1809;69927;7963;2403;20978;1548;270
1810;33337;5433;3601;10001;4684;485
1811;69343;6538;2517;20802;3544;179
1812;52486;6509;2345;15745;2572;122
1813;44882;8823;3446;13464;2880;366
1814;40488;9103;2606;12146;1912;486
1815;41658;7871;2853;12497;1723;134
1816;67619;6488;3431;20285;4635;287
1817;64348;5861;2185;19304;3830;414
1818;38579;6935;3251;11573;2879;377
1819;55630;8941;3215;16689;3434;303
1820;66372;8420;2768;19911;3251;345
1821;58309;7925;2738;17492;4752;484
1822;46055;8258;2163;13816;3634;155
1823;44716;7932;3838;13414;1995;143
1824;45860;9316;2615;13758;3835;250
1825;63191;7523;2591;18957;1504;250
1826;47822;6284;3835;14346;4966;244
1827;64562;9578;2136;19368;2809;233
1828;61728;7682;3441;18518;4993;379
1829;44159;7930;2851;13247;3042;374
1830;44026;7099;2585;13207;1293;430
1831;31445;7785;2209;9433;4522;290
1832;60413;9764;3004;18123;4534;155
1833;66642;7703;2343;19992;2143;349
1834;60432;8398;3765;18129;4989;340
1835;64311;6668;2327;19293;3733;456
1836;38101;6002;2653;11430;1927;125
1837;34166;7880;3564;10249;2243;302
1838;38784;6844;3173;11635;2921;421
1839;61283;7725;2236;18384;3890;396
1840;57189;9795;3067;17156;3428;187
1841;56722;9753;2951;17016;1983;463
1842;65628;8784;2200;19688;3799;420
1843;56885;9339;3545;17065;4024;108
1844;64966;6296;2092;19489;2513;324
1845;61774;9672;2473;18532;2204;199
1846;53263;8315;3044;15978;4996;305
1847;30122;7285;2837;9036;4476;113
1848;40404;9331;3433;12121;4270;270
1849;58436;6298;2716;17530;2774;365
1850;61340;6398;2432;18402;1331;120
1851;38796;5335;3186;11638;3996;122
1852;69547;7901;2105;20864;4213;208
1853;69169;8048;3929;20750;2678;118
1854;31883;8534;2405;9564;4376;413
1855;66751;6987;2615;20025;3248;156
1856;43262;7046;2022;12978;1781;461
1857;58685;8202;2476;17605;1334;412
1858;67902;9007;3518;20370;1320;471
1859;38321;9764;2314;11496;3588;277
1860;33617;5875;2572;10085;3881;102
1861;37970;7214;3390;11391;3037;181
1862;34323;5554;3888;10296;3210;428
1863;50938;7742;3895;15281;1850;436
1864;54645;5499;3306;16393;4564;351
1865;59842;7870;2290;17952;3754;315
1866;40229;8237;3125;12068;3048;485
1867;40007;6142;3297;12002;3708;434
1868;62325;6843;3505;18697;2471;260
1869;31677;7101;3765;9503;2704;371
1870;44038;9427;2222;13211;4165;119
1871;33686;7666;2118;10105;4286;107
1872;66977;5079;2052;20093;1325;161
1873;32522;6742;2471;9756;1073;347
1874;42023;6083;2189;12606;4925;208
1875;55047;5097;3682;16514;1584;408
1876;61188;5481;3131;18356;4424;110
1877;69709;8773;3555;20912;2190;331
1878;38402;7991;2525;11520;3106;148
1879;38643;9195;2376;11592;1649;267
1880;56819;8768;3650;17045;2262;196
1881;31369;6975;2820;9410;4157;286
1882;64297;8051;2837;19289;3071;272
1883;36296;7143;3157;10888;2320;147
1884;37157;8354;2372;11147;2942;344
1885;69200;6034;3249;20760;4311;149
1886;69943;7794;2630;20982;1246;243
1887;62587;8923;2746;18776;1904;181
1888;31743;9303;2837;9522;1752;188
1889;39981;9732;2339;11994;3384;126
1890;44014;6566;3648;13204;3581;295
1891;66009;9692;2082;19802;1035;296
1892;36527;6642;2368;10958;3676;128
1893;32539;7886;3792;9761;2756;351
1894;51783;9326;2431;15534;1693;398
1895;31524;6799;3045;9457;2521;394
1896;35591;5740;2770;10677;1232;162
1897;41272;7018;3066;12381;2013;334
1898;43259;7209;3731;12977;1614;462
1899;57736;6241;3906;17320;3437;403
1900;42918;8395;3547;12875;2917;279
1901;46170;6621;2202;13851;1385;448
1902;33696;8150;2940;10108;2920;379
1903;37946;7042;3838;11383;2408;193
1904;53388;9812;3830;16016;2999;380
1905;69507;7728;2556;20852;4608;101
1906;49447;7763;2040;14834;4773;237
1907;53838;5755;3987;16151;3848;200
1908;62657;8323;2896;18797;3178;382
1909;31771;7478;3713;9531;3441;205
1910;44919;9146;2484;13475;2252;279
1911;55987;8494;3763;16796;1644;282
1912;67129;8015;2118;20138;3963;384
1913;33655;6192;2844;10096;3242;238
1914;34436;7274;3537;10330;1604;375
1915;55819;8154;3366;16745;4241;245
1916;55165;7142;3922;16549;3751;247
1917;35781;5644;2731;10734;2361;331
1918;52453;6216;3100;15735;1032;392
1919;61546;5378;2116;18463;4631;411
1920;59166;8830;2245;17749;1469;176
1921;34277;5789;2026;10283;3163;433
1922;58039;9653;3068;17411;4480;342
1923;50404;7315;3528;15121;4724;268
1924;42223;9911;2310;12666;1012;339
1925;43798;5313;3954;13139;2627;474
1926;32091;7617;3096;9627;3728;462
1927;57966;9185;3407;17389;4101;440
1928;34497;7259;2082;10349;4994;335
1929;30412;8711;2228;9123;1525;466
1930;61370;8173;3419;18411;3829;476
1931;33022;6767;2521;9906;1604;308
1932;33755;5542;3022;10126;4238;232
1933;48127;9524;3780;14438;3337;231
1934;59423;5619;3396;17826;1649;411
1935;42152;6953;3506;12645;4149;478
1936;44945;6595;2109;13483;4183;457
1937;38831;9209;3406;11649;2585;476
1938;59368;5307;3532;17810;1848;126
1939;45176;8985;3580;13552;1315;218
1940;35986;8775;2917;10795;1410;299
1941;59496;7176;3188;17848;2334;153
1942;34192;5708;3833;10257;2094;249
1943;32405;6660;2499;9721;2737;193
1944;45564;6909;3619;13669;1900;203
1945;51958;7734;3659;15587;2610;281
1946;59409;6422;3663;17822;1457;486
1947;62906;9684;2032;18871;3774;272
1948;58033;8020;2014;17409;3001;371
1949;43681;6813;2080;13104;1845;291
1950;57639;8802;3394;17291;3217;280
1951;67913;8104;3618;20373;4208;440
1952;55267;5429;2399;16580;1904;216
1953;30734;5005;3777;9220;2916;397
1954;56082;6776;3483;16824;4124;321
1955;49108;8201;3897;14732;4213;231
1956;54075;7560;2367;16222;4048;291
1957;33023;8656;3572;9906;4277;449
1958;34899;5378;2245;10469;4323;250
1959;39837;9516;2159;11951;1090;360
1960;42882;5974;3529;12864;3247;246
1961;43049;7926;2635;12914;2765;472
1962;58490;7687;2326;17547;1596;318
1963;62562;6330;3958;18768;4650;310
1964;67129;5502;2857;20138;4321;313
1965;31956;6202;3013;9586;4334;385
1966;32911;9907;2391;9873;4984;470
1967;51496;8432;2887;15448;3364;356
1968;55222;7070;3970;16566;1931;188
1969;46232;7521;3168;13869;3435;334
1970;65167;8115;2051;19550;3041;269
1971;62514;6629;3088;18754;3132;463
1972;60803;8717;2882;18240;1615;497
1973;32322;5180;3482;9696;3345;499
1974;46249;9221;2376;13874;2734;429
1975;59202;7901;3817;17760;1357;271
1976;30563;7870;3503;9168;3071;175
1977;35065;6739;3238;10519;4126;289
1978;38478;8370;2448;11543;1966;119
1979;48939;5429;3572;14681;4399;363
1980;51508;8686;2757;15452;3844;141
1981;68906;9015;3834;20671;4707;443
1982;60544;9996;3248;18163;3744;154
1983;54082;8102;2599;16224;1196;365
1984;38709;6263;3813;11612;3227;123
1985;36244;9988;3074;10873;2436;366
1986;55841;7824;3304;16752;3055;407
1987;44869;5050;2425;13460;4421;228
1988;50032;6187;3267;15009;3212;423
1989;69698;5174;2058;20909;1610;369
1990;41874;7677;2388;12562;4331;263
1991;32332;7770;3663;9699;3893;266
1992;42296;8363;2333;12688;1512;337
1993;39587;5112;3665;11876;2197;422
1994;46924;5448;2502;14077;1488;282
1995;46750;8794;2269;14025;1276;420
1996;67014;8845;2163;20104;2174;460
1997;63525;5452;3618;19057;3668;198
1998;30293;7676;3261;9087;3929;231
1999;44712;7783;3084;13413;4224;241
2000;36585;7493;3141;10975;2142;369
